,id,proto,srcip,dstip,srcport,dstport,payload_size,shannon,bien,tbien,flow
269,P5i1GHwBASTB4nx9-QN5,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6034613129699622,0.9207312347092468,0.9831209752369208,127.0.0.1:1151 -> 127.0.0.1:8088
270,Hpi1GHwBASTB4nx9-QMi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5955122069467396,0.935302211609998,0.9876271933832542,127.0.0.1:1151 -> 127.0.0.1:8088
273,Q5i1GHwBASTB4nx9-QN5,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5491336355544046,0.9527889757409728,0.9860167988608376,127.0.0.1:1151 -> 127.0.0.1:8088
274,Ipi1GHwBASTB4nx9-QMi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5685212486743428,0.9514461730735504,0.9878305508187945,127.0.0.1:1151 -> 127.0.0.1:8088
278,Kpi1GHwBASTB4nx9-QMi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5910115237743206,0.9400771496612736,0.98658266063269,127.0.0.1:1151 -> 127.0.0.1:8088
280,Lpi1GHwBASTB4nx9-QMi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5850156959605259,0.944526844947248,0.9829657560115108,127.0.0.1:1151 -> 127.0.0.1:8088
285,Z5i1GHwBASTB4nx9-QN5,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5926571863934594,0.120094474751861,0.9740411805396584,127.0.0.1:1151 -> 127.0.0.1:8088
287,Opi1GHwBASTB4nx9-QMi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6052087985508401,0.9264019727352938,0.9807902617499769,127.0.0.1:1151 -> 127.0.0.1:8088
289,d5i1GHwBASTB4nx9-QN5,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5944719416330949,0.929732647101442,0.9831800042208564,127.0.0.1:1151 -> 127.0.0.1:8088
291,e5i1GHwBASTB4nx9-QN5,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.617229428797574,0.0297192372342562,0.9668114368916908,127.0.0.1:1151 -> 127.0.0.1:8088
292,BZi1GHwBASTB4nx98wJi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.625982007961506,0.1164231264818232,0.9700931690852438,127.0.0.1:1151 -> 127.0.0.1:8088
294,CZi1GHwBASTB4nx98wJi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5920697840778797,0.2352033987844644,0.9768259107524604,127.0.0.1:1151 -> 127.0.0.1:8088
296,DZi1GHwBASTB4nx98wJi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5760340500125678,0.9506910304657028,0.985670271560638,127.0.0.1:1151 -> 127.0.0.1:8088
298,EZi1GHwBASTB4nx98wJi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6045612723125929,0.951324762301531,0.9863790987311288,127.0.0.1:1151 -> 127.0.0.1:8088
300,FZi1GHwBASTB4nx98wJi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5920280850388081,0.459246702316014,0.9784181137984872,127.0.0.1:1151 -> 127.0.0.1:8088
302,GZi1GHwBASTB4nx98wJi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6207319755891012,0.4603770506832142,0.9821547389209164,127.0.0.1:1151 -> 127.0.0.1:8088
304,HZi1GHwBASTB4nx98wJi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6066365237743206,0.2354291461277028,0.9775657473778248,127.0.0.1:1151 -> 127.0.0.1:8088
305,SZi1GHwBASTB4nx98wLF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5943028490125986,0.9515274965633584,0.9886948211305298,127.0.0.1:1151 -> 127.0.0.1:8088
308,TZi1GHwBASTB4nx98wLF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.611693759477072,0.9533329991948022,0.9895383630102796,127.0.0.1:1151 -> 127.0.0.1:8088
310,UZi1GHwBASTB4nx98wLF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5998914965196775,0.9351898072275902,0.9869295223220652,127.0.0.1:1151 -> 127.0.0.1:8088
312,VZi1GHwBASTB4nx98wLF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5835588463587631,0.4570601252875402,0.9802654270862752,127.0.0.1:1151 -> 127.0.0.1:8088
313,KZi1GHwBASTB4nx98wJi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5935463540765222,0.4711651850253774,0.9847133042017172,127.0.0.1:1151 -> 127.0.0.1:8088
315,LZi1GHwBASTB4nx98wJi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6005205978743291,0.940134546170712,0.9859896430270992,127.0.0.1:1151 -> 127.0.0.1:8088
318,WZi1GHwBASTB4nx98wLF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5660953870699706,0.2343937749705235,0.9719217954099404,127.0.0.1:1151 -> 127.0.0.1:8088
320,XZi1GHwBASTB4nx98wLF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6111740567139309,0.9456557312739649,0.9871227152424588,127.0.0.1:1151 -> 127.0.0.1:8088
322,YZi1GHwBASTB4nx98wLF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5987546874098556,0.0595875239742905,0.9637323840888384,127.0.0.1:1151 -> 127.0.0.1:8088
323,MZi1GHwBASTB4nx98wJi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6014281904409873,0.1204979759519109,0.9741906823780934,127.0.0.1:1151 -> 127.0.0.1:8088
325,NZi1GHwBASTB4nx98wJi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5776124429729491,0.9489904926839562,0.988312446750053,127.0.0.1:1151 -> 127.0.0.1:8088
328,ZZi1GHwBASTB4nx98wLF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5845754076232506,0.95070424628205,0.9842322371066772,127.0.0.1:1151 -> 127.0.0.1:8088
330,OZi1GHwBASTB4nx98wJi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6036958086786874,0.9529536783686916,0.9856844239695702,127.0.0.1:1151 -> 127.0.0.1:8088
332,PZi1GHwBASTB4nx98wJi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5653388921338943,0.9513326968075184,0.9878857462613476,127.0.0.1:1151 -> 127.0.0.1:8088
334,aZi1GHwBASTB4nx98wLF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5915388021672333,0.2429235737431577,0.9801625950781884,127.0.0.1:1151 -> 127.0.0.1:8088
336,bZi1GHwBASTB4nx98wLF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6256129729352659,0.4582998114783075,0.98416534023105,127.0.0.1:1151 -> 127.0.0.1:8088
337,QZi1GHwBASTB4nx98wJi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5859121591388164,0.2426935711850927,0.9756430791279832,127.0.0.1:1151 -> 127.0.0.1:8088
340,cZi1GHwBASTB4nx98wLF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5969090823849726,0.9334147922994076,0.9864773020481769,127.0.0.1:1151 -> 127.0.0.1:8088
342,dZi1GHwBASTB4nx98wLF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.564818759477072,0.9500703538468837,0.9871067536583544,127.0.0.1:1151 -> 127.0.0.1:8088
344,eZi1GHwBASTB4nx98wLF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.594423096857933,0.4575008657500496,0.9831564075296596,127.0.0.1:1151 -> 127.0.0.1:8088
346,fZi1GHwBASTB4nx98wLF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5693122969134007,0.460113747422023,0.9824777852094124,127.0.0.1:1151 -> 127.0.0.1:8088
348,gZi1GHwBASTB4nx98wLF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.574109896181422,0.9507686672219298,0.9866314822611374,127.0.0.1:1151 -> 127.0.0.1:8088
349,fZi1GHwBASTB4nx9_AOU,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5888273036147639,0.4770155398813492,0.9831759208732382,127.0.0.1:1151 -> 127.0.0.1:8088
351,gZi1GHwBASTB4nx9_AOU,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6209319179948452,0.9419779476261846,0.983531735056707,127.0.0.1:1151 -> 127.0.0.1:8088
353,hZi1GHwBASTB4nx9_AOU,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5950521982125846,0.0300503709315533,0.9679262787856324,127.0.0.1:1151 -> 127.0.0.1:8088
354,xZi1GHwBASTB4nx9_AOq,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5910532228133922,0.2368758480044523,0.979168316736127,127.0.0.1:1151 -> 127.0.0.1:8088
357,iZi1GHwBASTB4nx9_AOU,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5971762944494742,0.0607074785428701,0.9721818004503654,127.0.0.1:1151 -> 127.0.0.1:8088
359,jZi1GHwBASTB4nx9_AOU,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6105933702407601,0.9506325875934696,0.9894950394953892,127.0.0.1:1151 -> 127.0.0.1:8088
360,0Zi1GHwBASTB4nx9_AOq,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6064181564849812,0.4603793056426467,0.9831370015631288,127.0.0.1:1151 -> 127.0.0.1:8088
362,1Zi1GHwBASTB4nx9_AOq,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5906424887480802,0.4616140779546796,0.9835483872734916,127.0.0.1:1151 -> 127.0.0.1:8088
364,2Zi1GHwBASTB4nx9_AOq,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5951611669104137,0.2429316772698703,0.97921096242382,127.0.0.1:1151 -> 127.0.0.1:8088
366,3Zi1GHwBASTB4nx9_AOq,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6088203140401964,0.9422701853348978,0.9842387452833062,127.0.0.1:1151 -> 127.0.0.1:8088
368,6Zi1GHwBASTB4nx9_AOq,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5868614507445463,0.9206291765234984,0.985099553585404,127.0.0.1:1151 -> 127.0.0.1:8088
370,7Zi1GHwBASTB4nx9_AOq,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5749990638644846,0.9521763352337476,0.9874335391484718,127.0.0.1:1151 -> 127.0.0.1:8088
372,8Zi1GHwBASTB4nx9_AOq,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6036119807068631,0.929737949841024,0.9827965108092294,127.0.0.1:1151 -> 127.0.0.1:8088
374,9Zi1GHwBASTB4nx9_AOq,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.588138078337445,0.4753337328145664,0.984951713020333,127.0.0.1:1151 -> 127.0.0.1:8088
376,oZi1GHwBASTB4nx9_AOU,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5838861823459318,0.2359254957061053,0.9723716650899924,127.0.0.1:1151 -> 127.0.0.1:8088
378,pZi1GHwBASTB4nx9_AOU,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.595681729460917,0.0074715701169018,0.952822509599173,127.0.0.1:1151 -> 127.0.0.1:8088
379,OZi1GHwBASTB4nx9_gTt,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5671957763062824,0.1202652566669602,0.9730030829713028,127.0.0.1:1151 -> 127.0.0.1:8088
381,yZi1GHwBASTB4nx96gGh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6031756760218651,0.9450020913399104,0.9873630342503364,127.0.0.1:1151 -> 127.0.0.1:8088
383,zZi1GHwBASTB4nx96gGh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5859121591388166,0.95131467763086,0.9884025238378292,127.0.0.1:1151 -> 127.0.0.1:8088
385,0Zi1GHwBASTB4nx96gGh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6046285419713505,0.4614966234340909,0.9835423045820794,127.0.0.1:1151 -> 127.0.0.1:8088
387,1Zi1GHwBASTB4nx96gGh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5901039312076622,0.926633544166787,0.9866223369713868,127.0.0.1:1151 -> 127.0.0.1:8088
389,2Zi1GHwBASTB4nx96gGh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.56118881910412,0.4769005215542249,0.9826049792523148,127.0.0.1:1151 -> 127.0.0.1:8088
391,3Zi1GHwBASTB4nx96gGh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6070127045366512,0.4587798296772447,0.98261768922534,127.0.0.1:1151 -> 127.0.0.1:8088
393,TZi1GHwBASTB4nx96gGO,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5969090823849726,0.950597212119247,0.9863296184704308,127.0.0.1:1151 -> 127.0.0.1:8088
394,rZi1GHwBASTB4nx96gGP,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6067454924721499,0.944394769141652,0.9830814442572132,127.0.0.1:1151 -> 127.0.0.1:8088
396,sZi1GHwBASTB4nx96gGP,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5841158287827766,0.9515164596646845,0.9888764480116936,127.0.0.1:1151 -> 127.0.0.1:8088
398,Gpi2GHwBASTB4nx9AwUl,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6001098638090171,0.4694714258679011,0.9825583339654176,127.0.0.1:1151 -> 127.0.0.1:8088
401,Ppi2GHwBASTB4nx9AwWT,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6132304533983817,0.4571530805720395,0.9836852815090223,127.0.0.1:1151 -> 127.0.0.1:8088
402,Hpi2GHwBASTB4nx9AwUl,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5976471524374534,0.9507565292180504,0.9875993478244224,127.0.0.1:1151 -> 127.0.0.1:8088
404,Ipi2GHwBASTB4nx9AwUl,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.610248039263677,0.9505833555604272,0.9891311687779132,127.0.0.1:1151 -> 127.0.0.1:8088
406,Jpi2GHwBASTB4nx9AwUl,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6087113453423671,0.9533822554756034,0.9865148408907009,127.0.0.1:1151 -> 127.0.0.1:8088
408,Kpi2GHwBASTB4nx9AwUl,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.603914175968027,0.2368452135216948,0.978817634599092,127.0.0.1:1151 -> 127.0.0.1:8088
410,Lpi2GHwBASTB4nx9AwUl,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5761918634855588,0.9447502854521233,0.988319084356789,127.0.0.1:1151 -> 127.0.0.1:8088
413,Qpi2GHwBASTB4nx9AwWT,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5497138921338943,0.9534650084287076,0.9901621593713668,127.0.0.1:1151 -> 127.0.0.1:8088
414,RZi1GHwBASTB4nx98wLF,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6002605315459179,0.944749657288085,0.987925183068765,127.0.0.1:1151 -> 127.0.0.1:8088
416,IZi1GHwBASTB4nx98wJi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6046034012453457,0.0037859567633228,0.9516815903361482,127.0.0.1:1151 -> 127.0.0.1:8088
418,JZi1GHwBASTB4nx98wJi,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.603763078337445,0.120094145533701,0.9732331115789752,127.0.0.1:1151 -> 127.0.0.1:8088
421,qJi2GHwBASTB4nx9Cga-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6007806642027401,0.935206784274384,0.9861248862778392,127.0.0.1:1151 -> 127.0.0.1:8088
423,rJi2GHwBASTB4nx9Cga-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5488358538391994,0.4601534943817771,0.9841064526995548,127.0.0.1:1151 -> 127.0.0.1:8088
425,sJi2GHwBASTB4nx9Cga-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5835100015836012,0.9351815836628464,0.9859603177827996,127.0.0.1:1151 -> 127.0.0.1:8088
427,tJi2GHwBASTB4nx9Cga-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5631129729352657,0.9507850289504608,0.9863779720327154,127.0.0.1:1151 -> 127.0.0.1:8088
429,uJi2GHwBASTB4nx9Cga-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5999824702275923,0.94835368937657,0.9827459726574608,127.0.0.1:1151 -> 127.0.0.1:8088
431,a5i2GHwBASTB4nx9Cgai,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5848354739516617,0.2345292773970837,0.9783396815746004,127.0.0.1:1151 -> 127.0.0.1:8088
432,vJi2GHwBASTB4nx9Cga-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6172711278366457,0.9260483200119553,0.9831559100816496,127.0.0.1:1151 -> 127.0.0.1:8088
434,b5i2GHwBASTB4nx9Cgai,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6111556318303352,0.4573938024940699,0.983300918144118,127.0.0.1:1151 -> 127.0.0.1:8088
437,wJi2GHwBASTB4nx9Cga-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.594732007961506,0.1132327477825149,0.9720424314861188,127.0.0.1:1151 -> 127.0.0.1:8088
438,c5i2GHwBASTB4nx9Cgai,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6109062649966106,0.4767946712284193,0.9818589977268468,127.0.0.1:1151 -> 127.0.0.1:8088
439,d5i2GHwBASTB4nx9Cgai,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6032249506907081,0.9398459813752394,0.9862069346496726,127.0.0.1:1151 -> 127.0.0.1:8088
441,e5i2GHwBASTB4nx9Cgai,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5859538581778881,0.4597625874336051,0.9800468609072096,127.0.0.1:1151 -> 127.0.0.1:8088
444,i5i2GHwBASTB4nx9Cgai,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6041321133636853,0.9509103100556954,0.9906822028408512,127.0.0.1:1151 -> 127.0.0.1:8088
445,zJi2GHwBASTB4nx9Cga-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6054271658401795,0.944260917557811,0.9814215389072636,127.0.0.1:1151 -> 127.0.0.1:8088
448,j5i2GHwBASTB4nx9Cgai,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.599958766178435,0.9452577563380354,0.9849675816599696,127.0.0.1:1151 -> 127.0.0.1:8088
449,0Ji2GHwBASTB4nx9Cga-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5987838117881378,0.950858772316776,0.9876626625698872,127.0.0.1:1151 -> 127.0.0.1:8088
452,m5i2GHwBASTB4nx9Cgai,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5687504652175067,0.9507473915911098,0.9866012201339446,127.0.0.1:1151 -> 127.0.0.1:8088
453,1Ji2GHwBASTB4nx9Cga-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6057289312076624,0.1209253334834953,0.9758503065775712,127.0.0.1:1151 -> 127.0.0.1:8088
456,n5i2GHwBASTB4nx9Cgai,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5814001968188921,0.9498837260021552,0.9857715207089868,127.0.0.1:1151 -> 127.0.0.1:8088
457,2Ji2GHwBASTB4nx9Cga-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5939338139863581,0.0606815521615323,0.972368451292673,127.0.0.1:1151 -> 127.0.0.1:8088
460,o5i2GHwBASTB4nx9Cgai,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6139613777147722,0.245230901323543,0.9796205655553852,127.0.0.1:1151 -> 127.0.0.1:8088
461,3Ji2GHwBASTB4nx9Cga-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6207920995117684,0.4615955770553074,0.984951404212213,127.0.0.1:1151 -> 127.0.0.1:8088
463,4Ji2GHwBASTB4nx9Cga-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6132304533983818,0.2331651595581294,0.970935233177298,127.0.0.1:1151 -> 127.0.0.1:8088
465,5Ji2GHwBASTB4nx9Cga-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6072656251289722,0.2451068814470837,0.9780771117350482,127.0.0.1:1151 -> 127.0.0.1:8088
468,6pi2GHwBASTB4nx9CwbG,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5719256760218651,0.9433765392260592,0.984345325362424,127.0.0.1:1151 -> 127.0.0.1:8088
470,7pi2GHwBASTB4nx9CwbG,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.570219889480059,0.942400302093938,0.9869975876115116,127.0.0.1:1151 -> 127.0.0.1:8088
472,8pi2GHwBASTB4nx9CwbG,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5981672850942756,0.4526072510218791,0.9809152751921796,127.0.0.1:1151 -> 127.0.0.1:8088
474,9pi2GHwBASTB4nx9CwbG,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6225632891418034,0.461383732624736,0.98162417178951,127.0.0.1:1151 -> 127.0.0.1:8088
476,-pi2GHwBASTB4nx9CwbG,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6204117853380228,0.9265497559608432,0.9860611769683404,127.0.0.1:1151 -> 127.0.0.1:8088
478,_pi2GHwBASTB4nx9CwbG,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6129031174112131,0.2352526121334771,0.9774008402995004,127.0.0.1:1151 -> 127.0.0.1:8088
480,Api2GHwBASTB4nx9CwfG,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5861722254672276,0.120012352632094,0.9727094212921144,127.0.0.1:1151 -> 127.0.0.1:8088
482,Bpi2GHwBASTB4nx9CwfG,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6050814049694152,0.9525485009735436,0.9828641357950276,127.0.0.1:1151 -> 127.0.0.1:8088
484,Cpi2GHwBASTB4nx9CwfG,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6105753752508457,0.4600663246041112,0.9814913064915872,127.0.0.1:1151 -> 127.0.0.1:8088
486,Dpi2GHwBASTB4nx9CwfG,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5893057372325144,0.4700522455656782,0.9757866814723294,127.0.0.1:1151 -> 127.0.0.1:8088
488,Epi2GHwBASTB4nx9CwfG,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5696396329005693,0.9352052598292176,0.9880632828963072,127.0.0.1:1151 -> 127.0.0.1:8088
490,Fpi2GHwBASTB4nx9CwfG,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5795361669104138,0.94582263220466,0.987989999299138,127.0.0.1:1151 -> 127.0.0.1:8088
492,Gpi2GHwBASTB4nx9CwfG,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5474879729352657,0.1209523579697014,0.97451776289207,127.0.0.1:1151 -> 127.0.0.1:8088
494,Hpi2GHwBASTB4nx9CwfG,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5995040366098415,0.950587165993392,0.9866651638339704,127.0.0.1:1151 -> 127.0.0.1:8088
496,Ipi2GHwBASTB4nx9CwfG,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6211611345380087,0.9457131039679426,0.9832709493033038,127.0.0.1:1151 -> 127.0.0.1:8088
498,Jpi2GHwBASTB4nx9DAd8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6050814049694152,0.47258545586725,0.9834183193641812,127.0.0.1:1151 -> 127.0.0.1:8088
500,Kpi2GHwBASTB4nx9DAd8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6142887137019409,0.4603774335705128,0.9818571590946462,127.0.0.1:1151 -> 127.0.0.1:8088
502,Lpi2GHwBASTB4nx9DAd8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5978655197267929,0.9486611122323736,0.987011075729012,127.0.0.1:1151 -> 127.0.0.1:8088
504,Mpi2GHwBASTB4nx9DAd8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5800146005281644,0.9500723825109934,0.9876788351330432,127.0.0.1:1151 -> 127.0.0.1:8088
506,Npi2GHwBASTB4nx9DAd8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6070127045366512,0.2450894971863574,0.9801034532562204,127.0.0.1:1151 -> 127.0.0.1:8088
508,Opi2GHwBASTB4nx9DAd8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6200773036147637,0.4600641144126109,0.9802401365138824,127.0.0.1:1151 -> 127.0.0.1:8088
510,Ppi2GHwBASTB4nx9DAd8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5681522136481026,0.4589778958820045,0.9830157627454744,127.0.0.1:1151 -> 127.0.0.1:8088
512,Qpi2GHwBASTB4nx9DAd8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5862811941650569,0.2450205663615364,0.9801700498455193,127.0.0.1:1151 -> 127.0.0.1:8088
514,Rpi2GHwBASTB4nx9DAd8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5951194678713422,0.9485504252100692,0.9887679862239525,127.0.0.1:1151 -> 127.0.0.1:8088
516,Spi2GHwBASTB4nx9DAd8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6142887137019408,0.9512741423313428,0.9882793953529834,127.0.0.1:1151 -> 127.0.0.1:8088
518,Tpi2GHwBASTB4nx9DAd8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6034428880863666,0.9531823800517404,0.9856870331555516,127.0.0.1:1151 -> 127.0.0.1:8088
520,Upi2GHwBASTB4nx9DAd8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6180513268218791,0.2358014291679426,0.9790685621169958,127.0.0.1:1151 -> 127.0.0.1:8088
522,Vpi2GHwBASTB4nx9DAd8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5548132567693984,0.9423979362342771,0.9847193916608225,127.0.0.1:1151 -> 127.0.0.1:8088
524,Wpi2GHwBASTB4nx9DAd8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6141797450041117,0.24293717139734,0.9783045309135996,127.0.0.1:1151 -> 127.0.0.1:8088
526,Xpi2GHwBASTB4nx9DAd8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5920096601552124,0.0152506905848477,0.9624132827873586,127.0.0.1:1151 -> 127.0.0.1:8088
529,Ypi2GHwBASTB4nx9DAd8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.594471941633095,0.9266871341428218,0.9864393750793063,127.0.0.1:1151 -> 127.0.0.1:8088
530,Zpi2GHwBASTB4nx9DQcR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6075436864472977,0.4602312915203813,0.9826498899464988,127.0.0.1:1151 -> 127.0.0.1:8088
532,api2GHwBASTB4nx9DQcR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5654478608317235,0.0598953463490747,0.9672625359224918,127.0.0.1:1151 -> 127.0.0.1:8088
534,bpi2GHwBASTB4nx9DQcR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5761847177494686,0.2352070903022856,0.9772469759677188,127.0.0.1:1151 -> 127.0.0.1:8088
536,cpi2GHwBASTB4nx9DQcR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6133815510289636,0.4755790610537016,0.9832414537100512,127.0.0.1:1151 -> 127.0.0.1:8088
538,dpi2GHwBASTB4nx9DQcR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5985547450041117,0.2357637090621731,0.9775507285487672,127.0.0.1:1151 -> 127.0.0.1:8088
540,epi2GHwBASTB4nx9DQcR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.60520879855084,0.4556821706348565,0.9815715303612702,127.0.0.1:1151 -> 127.0.0.1:8088
